Order	Family	Genus	Species	Subspecies	Genus_Species	Sex	Sample size	Brain Volume (ml)	Method	Brain mass (g)	Body mass (g)	Specimen ID	Museum	Date (mm-dd-yyyy)	Locality	Coordinate	Age Class	Reference	Remark
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.088	287.660	HoBR189053	House of Bird Research collection	5-1-1985	Pandrup, DK	57.13N 09.41E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.019	238.750	HoBR246102	House of Bird Research collection	8-5-1992	Sæby, DK	57.20N 10.31E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.937	196.110	HoBR189362	House of Bird Research collection	10-xx-1985	Sindal, DK	57.29N 10.12E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.077	183.760	HoBR286427	House of Bird Research collection	2-xx-1998	Tolne, DK 	57.29N 10.19E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.890	332.400	HoBR171521	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.140	268.500	HoBR171627	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.770	252.100	HoBR171797	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.850	202.900	HoBR171861	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.430	291.600	HoBR204473	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	2.760	250.200	HoBR215550	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	f	1		Mass	3.570	262.000	HoBR235212	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.720	119.900	HoBR235218	House of Bird Research collection	5-4-1989	Toreby, DK	54.45N 11.50E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.456	129.930	HoBR299543	House of Bird Research collection	11-1-1997	Nykøbing F., DK	54.46N 11.53E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.548	148.660	HoBR314308	House of Bird Research collection	5-3-2000	Padborg, DK	54.48N 09.20E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.750	137.800	HoBR167090	House of Bird Research collection	3-3-1985	Egernsund, DK	54.54N 09.36E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.800	146.700	HoBR235784	House of Bird Research collection	12-8-1991	Tinglev, DK	54.55N 09.14E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.610	135.880	HoBR345997	House of Bird Research collection	3-11-2009	Sønderborg, DK	54.55N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.430	134.400	HoBR257469	House of Bird Research collection	2-7-1993	Sønderborg, DK 	54.55N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.850	154.200	HoBR273760	House of Bird Research collection	12-2-1994	Kegnæs Fyr,Sønderborg, DK, 	54.55N 09.45E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.635	154.980	HoBR314562	House of Bird Research collection	1-14-2002	Tønder, DK	54.57N 08.50E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.635	154.980	HoBR314562	House of Bird Research collection	1-14-2002	Tønder, DK	54.57N 08.50E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.450	157.500	HoBR167066	House of Bird Research collection	1-29-1985	Bramdrupdam, DK	55,32N 09.18E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.458	108.120	HoBR346316	House of Bird Research collection	12-11-2008	Gentofte,DK	55,45N 12.33E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.520	130.000	HoBR235767	House of Bird Research collection	11-14-1991	Åbenrå, DK	55.03N 09.25E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.631	144.740	HoBR171727	House of Bird Research collection	9-xx-1986	Løgumkloster, DK	55.04N 08.58E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.500	156.200	HoBR235229	House of Bird Research collection		Over Jerstal, DK	55.12N 09.18E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.700	103.300	HoBR257798	House of Bird Research collection	4-29-1994	Haderslev, DK	55.16N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.683	143.180	HoBR299864	House of Bird Research collection	10-26-1999	Haderslev, DK	55.16N 09.30E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.579	109.240	HoBR291080	House of Bird Research collection	1-7-1998	Gram, DK	55.17N 09.03E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.540	144.530	HoBR299524	House of Bird Research collection	5-18-1998	Christiansfeld, DK	55.21N 09.29E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.640	144.800	HoBR215625	House of Bird Research collection	1-21-1988	Jels, DK	55.22N 09.12E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.850	105.550	HoBR171360	House of Bird Research collection	10-14-1985	Sjølund, DK	55.24N 09.32E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.834	140.670	HoBR338299	House of Bird Research collection	3-17-2007	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.745	139.070	HoBR338446	House of Bird Research collection	10-1-2007	Taps, DK	55.24N 09.34E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.700	144.200	HoBR257794	House of Bird Research collection	4-22-1994	Vamdrup, DK	55.25N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.700	148.700	HoBR257783	House of Bird Research collection	2-28-1994	Vamdrup, DK	55.25N 09.17E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.570	120.500	HoBR171422	House of Bird Research collection	1-1-1986	Ødis, DK	55.25N 09.23E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.388	146.060	HoBR328946	House of Bird Research collection	1-19-2005	Fovslet, DK 	55.25N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.690	135.200	HoBR235539	House of Bird Research collection	12-26-1990	Stenderupkoge, DK	55.27N 09.40E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.780	154.000	HoBR216177	House of Bird Research collection	5-5-1992	Vejen, DK	55.28N 09.10E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.606	112.570	HoBR273796	House of Bird Research collection	1-5-1995	Vejen, DK	55.28N 09.10E 	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.470	118.300	HoBR171484	House of Bird Research collection	1986	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.570	140.000	HoBR171614	House of Bird Research collection	1986	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.610	109.550	HoBR171833	House of Bird Research collection	2-27-1987	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.800	106.700	HoBR235724	House of Bird Research collection	7-20-1990	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.439	145.300	HoBR365414	House of Bird Research collection	1-25-2015	Kolding, DK	55.29N 09.28E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.807	140.130	HoBR353254	House of Bird Research collection	4-14-2010	Bramdrupdam, DK	55.32N 09.18E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.768	151.770	HoBR290786	House of Bird Research collection	12-26-1996	Bognæs, Holbæk, DK	55.44N 11.42E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.711	119.900	HoBR273793	House of Bird Research collection	1-29-1995	Sdr. Omme, DK	55.50N 08.54E	Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.430	158.700	HoBR167084	House of Bird Research collection	2-27-1986	Toftlund, DK		Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.680	126.800	HoBR216109	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	nisus	nisus	Accipiter_nisus	m	1		Mass	2.850	159.200	HoBR235485	House of Bird Research collection				Adult	This study (Johannes Erritzøe House of Bird Research collection)	
Accipitriformes	Accipitridae	Accipiter	novaehollandiae		Accipiter_novaehollandiae	f	1	5.15	Vol		820	ANWC47495	Australian National Wildlife Collection				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	novaehollandiae		Accipiter_novaehollandiae	f	1	5	Vol		699.5	MV B20155	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	novaehollandiae		Accipiter_novaehollandiae	f	1	5.4	Vol		556.7	USNM613004	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	novaehollandiae		Accipiter_novaehollandiae	m	1	4.3	Vol		440	ANWC47351	Australian National Wildlife Collection				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	novaehollandiae		Accipiter_novaehollandiae	m	1	4.5	Vol		446	MV B10849	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	novaehollandiae		Accipiter_novaehollandiae	m	1	4.4	Vol		386.3	MV B18401	Museum Victoria				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1		Mass	5.7	520	CQ229			Little Mountain, Ohaio, USA		unknown	Crile G and Quiring DP (1940) Ohio J Sci 40:219-259.	Accipiter velox velox in original article. Identification should be taken with caution
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.5	Vol		181.2	PMA 78.109.1	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.45	Vol		163.7	PMA 78.3.18	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.3	Vol		127.1	PMA 78.3.19	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.35	Vol		181.2	PMA 78.43.1	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.4	Vol		134	PMA 80.9.123	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	1.8	Vol		117.3	PMA 81.146.85	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.2	Vol		110.8	PMA 82.33.21	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.2	Vol		161.4	PMA 83.62.33	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.45	Vol		150	PMA 83.62.34	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.45	Vol		128.5	PMA 83.62.38	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.35	Vol		159.8	PMA 83.62.40	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.3	Vol		148	PMA 83.62.41	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.4	Vol		111.4	PMA 84.50.38	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.15	Vol		112.9	PMA 90.45.15	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	f	1	2.2	Vol		135.5	PMA 90.45.16	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	m	1	2.05	Vol		79.68	USNM502619	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	m	1	2.2	Vol		106	USNM553260	National Museum of Natural History				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Accipiter	striatus		Accipiter_striatus	m	1	2.1	Vol		97.8	PMA 86.59.28	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Aquila	audax		Aquila_audax	m	1	16.5	Vol		4000	ANWC22789	Australian National Wildlife Collection				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Aquila	audax		Aquila_audax	m	1	14	Vol		2700	ANWC44850	Australian National Wildlife Collection				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Aquila	chrysaetos		Aquila_chrysaetos	f	1	17.5	Vol		4455	PMA 73.31.2	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Aquila	chrysaetos		Aquila_chrysaetos	f	1	17.5	Vol		4831.1	PMA 79.38.3	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Aquila	chrysaetos		Aquila_chrysaetos	f	1	18	Vol		5179.2	PMA 79.38.5	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Aquila	chrysaetos		Aquila_chrysaetos	f	1	17	Vol		5022	PMA 79.45.1	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
Accipitriformes	Accipitridae	Aquila	chrysaetos		Aquila_chrysaetos	f	1	17.5	Vol		5102	PMA 79.45.2	Royal Alberta Museum				unknown	This study (Andrew Iwaniuk unpublished data)	
